index,raw_voters,reg,tik,valid_ballots,invalid_ballots,population,population_group
72755,1952,Свердловская область,"Екатеринбург, Кировская",862,20,157940,6
72917,1679,Свердловская область,Режевская,706,30,36297,4
73079,1791,Свердловская область,"Нижний Тагил, Дзержинская",954,34,87254,5
73241,131,Свердловская область,Пригородная,82,6,26183,4
73403,113,Свердловская область,"Екатеринбург, Октябрьская",111,2,111193,5
73565,1957,Свердловская область,Рефтинская поселковая,945,25,12083,4
73727,508,Свердловская область,Туринская,297,7,20242,4
73889,749,Свердловская область,Красноуфимская городская,390,15,29303,4
74051,259,Свердловская область,Первоуральская городская,105,6,115934,5
74213,367,Свердловская область,Гаринская,212,8,2580,3
74375,836,Свердловская область,Нижнетуринская,465,13,20140,4
74537,1989,Свердловская область,Тавдинская,990,21,28351,4
74699,254,Смоленская область,Дорогобужская,117,5,21587,4
74861,1484,Смоленская область,"Смоленск, Заднепровская",489,12,74580,5
75023,1565,Смоленская область,Десногорская,710,22,23560,4
75185,304,Смоленская область,Рославльская,149,4,54704,5
75347,385,Смоленская область,Шумячская,223,5,8300,4
75509,1250,Ставропольский край,Петровская,976,33,94728,5
75671,214,Ставропольский край,Шпаковская,184,0,99515,5
75833,1980,Ставропольский край,Невинномысская городская,1476,5,83349,5
75995,1659,Ставропольский край,Шпаковская,1413,0,99515,5
76157,1688,Ставропольский край,Минераловодская,1357,10,95085,5
76319,2261,Ставропольский край,Апанасенковская,1058,91,22118,4
76481,1630,Ставропольский край,Курская,987,50,33826,4
76643,2200,Тамбовская область,Котовская городская,1391,3,23943,4
76805,1300,Тамбовская область,Моршанская городская,828,8,28874,4
76967,2319,Тамбовская область,"Тамбов, Советская",948,27,74992,5
77129,1569,Тамбовская область,Знаменская,653,21,16956,4
77291,610,Тамбовская область,Рассказовская,412,0,14938,4
77453,638,Тамбовская область,Тамбовская_178,519,2,21801,4
77615,1366,Тверская область,Калининская-179,533,16,30361,4
77777,1687,Тверская область,Конаковская,538,19,67947,5
77939,2050,Тверская область,"Тверь, Московская",788,22,97796,5
78101,1123,Тверская область,Бологовская,450,15,27991,4
78263,1538,Тверская область,Калининская-180,503,12,21674,4
78425,278,Тверская область,Пеновская,219,5,5089,4
78587,2391,Тверская область,"Тверь, Заволжская",772,19,116077,5
78749,184,Томская область,Асиновская,74,2,26901,4
78911,1330,Томская область,"Томск, Ленинская",327,12,84455,5
79073,355,Томская область,Каргасокская,229,2,17075,4
79235,435,Томская область,Молчановская,215,3,10430,4
79397,103,Томская область,Томская (182),55,0,60857,5
79559,1159,Тульская область,Богородицкая,734,10,38436,4
79721,1275,Тульская область,Киреевская,787,9,55226,5
79883,227,Тульская область,Тепло-Огаревская,146,3,9754,4
80045,233,Тульская область,Чернская,176,0,14490,4
80207,579,Тульская область,Веневская,317,5,23692,4
80369,1905,Тульская область,Новомосковская,899,23,206412,6
80531,1537,Тульская область,Узловская,1052,8,62614,5
80693,111,Тюменская область,Викуловская,63,5,11638,4
80855,408,Тюменская область,Тобольская,334,3,15649,4
81017,1657,Тюменская область,"Тюмень, Центральная",767,19,145962,5
81179,1881,Тюменская область,Голышмановская,1637,0,18576,4
81341,686,Тюменская область,Сладковская,655,0,8717,4
81503,3548,Тюменская область,"Тюмень, Калининская",2406,55,160701,6
81665,854,Удмуртская Республика,Балезинская,446,19,24829,4
81827,2322,Удмуртская Республика,Глазовская городская,1066,42,66759,5
81989,2497,Удмуртская Республика,"Ижевск, Индустриальная",883,13,92570,5
82151,155,Удмуртская Республика,Юкаменская,112,1,7529,4
82313,1113,Удмуртская Республика,Завьяловская 34,518,29,26526,4
82475,2163,Удмуртская Республика,"Ижевск, Первомайская",736,16,96349,5
82637,266,Удмуртская Республика,Можгинская,159,2,19513,4
82799,632,Удмуртская Республика,Увинская,329,10,29174,4
82961,1202,Ульяновская область,Сенгилеевская,564,10,17054,4
83123,1970,Ульяновская область,"Ульяновск, Ленинская",681,8,95761,5
83285,107,Ульяновская область,Вешкаймская,72,3,13693,4
83447,336,Ульяновская область,Николаевская,226,1,64450,5
83609,86,Ульяновская область,Сурская,77,0,12330,4
83771,601,Ульяновская область,Ульяновская,296,6,32278,4
83933,504,Хабаровский край,Комсомольская,258,16,51088,5
84095,458,Хабаровский край,Ульчская,238,24,13509,4
84257,1659,Хабаровский край,Хабаровская (ОИК 69),612,31,31115,4
84419,2414,Хабаровский край,Комсомольская городская,849,39,178774,6
84581,628,Хабаровский край,Хабаровская (ОИК 70),267,5,30796,4
84743,1578,Ханты-Мансийский автономный округ - Югра,Нефтеюганская городская,924,37,78611,5
84905,943,Ханты-Мансийский автономный округ - Югра,Сургутская в части №222,466,42,89473,5
85067,292,Ханты-Мансийский автономный округ - Югра,Нижневартовская,247,15,18530,4
85229,2422,Ханты-Мансийский автономный округ - Югра,Сургутская городская,946,29,287508,6
85391,826,Челябинская область,Сосновская,413,21,101674,5
85553,1137,Челябинская область,Уйская,509,13,16686,4
85715,531,Челябинская область,"Челябинск, Калининская",485,46,159648,6
85877,1088,Челябинская область,Верхнеуфалейская городская,544,8,24465,4
86039,262,Челябинская область,Кыштымская городская,158,3,29254,4
86201,2106,Челябинская область,"Челябинск, Металлургическая",1174,27,95665,5
86363,1119,Челябинская область,Копейская городская,458,19,109523,5
86525,98,Челябинская область,Увельская,83,2,22396,4
86687,200,Челябинская область,Агаповская,161,3,24743,4
86849,1315,Челябинская область,Карталинская,524,12,32748,4
87011,2707,Челябинская область,"Магнитогорск, Орджоникидзевская",1361,39,154133,6
87173,109,Челябинская область,Чесменская,76,0,13374,4
87335,2343,Челябинская область,Златоустовская городская,1051,27,118599,5
87497,1740,Челябинская область,Миасская городская,630,14,132547,5
87659,1005,Челябинская область,Чебаркульская городская,353,8,33841,4
87821,2075,Чеченская Республика,"Грозный, Висаитовская",1926,0,44534,4
87983,2786,Чеченская Республика,Наурская,2579,0,33108,4
88145,258,Чеченская Республика,Шатойская,252,0,12760,4
88307,1244,Чувашская Республика - Чувашия,Канашская городская,589,29,34000,4
88469,2357,Чувашская Республика - Чувашия,Новочебоксарская городская,1060,19,96979,5
88631,1390,Чувашская Республика - Чувашия,"Чебоксары, Калининская",655,11,128769,5
88793,1045,Чувашская Республика - Чувашия,Алатырская,892,9,11892,4
88955,394,Чувашская Республика - Чувашия,Красночетайская,319,8,11003,4
89117,1443,Чувашская Республика - Чувашия,"Чебоксары, Ленинская",597,19,104739,5
89279,456,Чувашская Республика - Чувашия,Ядринская,297,4,21282,4
89441,1274,Ямало-Ненецкий автономный округ,Новоуренгойская городская,912,17,66076,5
89603,416,Ярославская область,Даниловская,214,2,30286,4
89766,1694,Ярославская область,"Ярославль, Дзержинская",541,18,117074,5
89928,1911,Ярославская область,"Ярославль, Фрунзенская",591,5,94331,5
90091,2621,Ярославская область,Переславль-Залесская городская,1674,33,30899,4
90253,1924,Ярославская область,"Рыбинск, Пролетарская",856,9,70228,5
90415,1084,Ярославская область,Ярославская - 195,381,9,26094,4
90578,1661,город Москва,район Богородское,526,4,50712,5
90741,1241,город Москва,район Крылатское,470,4,41633,4
90903,1938,город Москва,район Фили-Давыдково,652,11,49595,4
91065,1844,город Москва,район Восточное Дегунино,607,14,43165,4
91228,1729,город Москва,район Кузьминки,681,8,60647,5
91391,1738,город Москва,Алтуфьевский район,504,22,24690,4
91554,1929,город Москва,район Северный,547,10,20582,4
91717,8,город Москва,район Москворечье-Сабурово,8,0,32683,4
91879,2237,город Москва,Новомосковская,914,11,206412,6
92042,1615,город Москва,район Очаково-Матвеевское,530,12,58007,5
92204,1572,город Москва,район Братеево,603,5,42250,4
92367,1695,город Москва,Нижегородский район,525,34,19534,4
92529,1699,город Москва,район Новокосино,505,10,44762,4
92692,1703,город Москва,район Ивановское,519,7,57942,5
92855,1372,город Москва,район Соколиная гора,505,6,41709,4
93017,1412,город Москва,район Хорошево-Мневники,383,2,80810,5
93181,1775,город Москва,район Крюково,603,12,53637,5
93343,1416,город Москва,район Старое Крюково,522,6,16699,4
93505,2251,город Москва,Тверской район,787,15,41601,4
93668,1620,город Москва,Ломоносовский район,525,6,39928,4
93830,2124,город Москва,район Теплый Стан,611,12,61909,5
93993,1915,город Москва,район Южное Бутово,543,8,103354,5
94156,1307,город Санкт-Петербург,Территориальная избирательная комиссия №30,469,7,54633,5
94318,547,город Санкт-Петербург,Территориальная избирательная комиссия №64,211,2,48910,4
94480,1394,город Санкт-Петербург,Территориальная избирательная комиссия №55,589,13,28491,4
94642,2134,город Санкт-Петербург,Территориальная избирательная комиссия №17,744,24,50310,5
94804,1455,город Санкт-Петербург,Территориальная избирательная комиссия №37,453,15,48364,4
94966,1264,город Санкт-Петербург,Территориальная избирательная комиссия №4,362,16,62528,5
95128,2600,город Санкт-Петербург,Территориальная избирательная комиссия №12,745,6,131500,5
95290,1256,город Санкт-Петербург,Территориальная избирательная комиссия №57,420,4,85658,5
95452,2202,город Санкт-Петербург,Территориальная избирательная комиссия №2,916,16,43738,4
95614,2419,город Санкт-Петербург,Территориальная избирательная комиссия №21,911,8,113570,5
95776,2987,город Санкт-Петербург,Территориальная избирательная комиссия №62,946,33,41072,4
95938,2753,город Санкт-Петербург,Территориальная избирательная комиссия №27,831,17,90854,5
96100,2540,город Санкт-Петербург,Территориальная избирательная комиссия №59,933,12,70213,5
96263,1806,город Севастополь,Ленинская,685,16,245986,6
